jenis_kelamin,usia,tinggi_cm,berat_kg,level_aktivitas,target_user,akg_energi_kkal,akg_protein_g,akg_lemak_total_g,akg_karbohidrat_g
Laki-laki,23,176.9,96.078462,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,179.1,105.138073,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,170.7,90.500055,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,175.1,95.290429,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,22,174.1,98.182498,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,175.8,95.361795,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,22,171.2,98.699971,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,23,165.6,82.46376,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,22,160.0,82.040318,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,23,161.1,82.532994,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,23,166.5,83.15115,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,23,166.2,82.595793,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,22,171.7,98.579156,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,26,166.1,90.0,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,21,178.2,102.910613,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,22,175.0,96.940255,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,23,161.6,80.615325,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,22,160.7,82.368441,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,22,160.5,82.528575,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,23,160.4,82.012637,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,22,160.9,83.785312,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,24,155.3,78.0,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,24,160.6,99.961731,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,21,162.0,64.0,tidak_aktif,Jaga_BB,2250.0,60.0,65.0,360.0
Laki-laki,29,176.3,113.90198,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Perempuan,24,173.7,133.166595,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,24,174.3,132.8071,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,172.1,131.042274,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,172.7,131.76807,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,162.8,106.69053,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,161.4,107.012256,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,165.0,104.791035,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,163.1,104.790549,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,164.3,111.894229,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,164.1,111.856492,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,165.5,111.933152,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,163.9,111.927001,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,25,168.5,113.451224,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,24,171.1,113.372851,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,20,174.8,133.936535,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,19,174.4,133.281333,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,20,181.0,152.217135,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,20,179.3,152.43563,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,174.1,128.763843,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,173.9,128.114161,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,24,163.8,113.90506,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,23,167.8,114.470482,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,173.0,131.877558,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,162.4,102.233445,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,173.1,131.902591,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,164.4,102.277765,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,160.8,102.305767,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,20,177.8,137.785027,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,174.9,133.662583,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,174.9,133.878843,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,22,173.6,135.346677,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,22,172.9,134.842656,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,162.5,110.803117,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,162.7,110.818757,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,159.5,110.640929,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,162.5,111.00492,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,171.6,130.871127,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,170.8,130.986338,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,173.4,125.117633,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,170.1,126.490236,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,166.9,104.768318,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,25,167.4,104.704707,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,166.9,104.593929,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,25,168.4,104.759643,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,164.1,111.036881,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,162.3,111.216192,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,164.8,111.950113,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,165.6,111.949972,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,20,181.7,152.371911,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,19,181.7,141.917802,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,159.3,102.874549,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,160.1,110.074946,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,161.9,110.777391,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,162.2,110.400847,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,22,181.0,152.394739,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,178.2,137.852618,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,22,174.7,136.516648,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,163.2,110.804337,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,162.3,110.81746,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,20,168.1,125.418548,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,19,171.7,127.642324,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,25,168.4,104.846817,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,168.4,104.592372,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,165.8,111.95611,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,166.0,111.999096,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,19,179.4,160.935351,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,20,178.3,154.618446,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,158.0,102.134646,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,156.9,102.000122,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,23,174.0,133.485478,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,23,172.5,132.94066,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,170.9,131.274851,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,171.8,133.466763,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,162.8,108.265922,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,162.9,106.875927,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,164.4,105.036075,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,160.3,105.031908,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,22,180.4,160.639405,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,20,175.1,133.843033,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,163.2,111.588625,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,163.6,111.571076,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,162.3,109.982692,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,172.0,133.886031,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,171.3,133.735889,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,23,166.1,120.748213,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,167.6,121.639178,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,164.3,109.910012,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,165.8,109.931233,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,164.2,104.966758,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,166.9,104.774144,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,162.8,105.428628,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,166.4,105.122109,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,174.0,135.693381,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,165.3,111.919155,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,20,180.1,151.417292,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,22,178.8,137.858254,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,19,180.2,138.034526,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,164.2,104.988082,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,162.1,104.986792,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,161.0,102.174953,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,160.9,102.083964,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,176.4,133.937873,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,22,176.4,133.888629,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,162.8,104.92057,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,161.7,104.846218,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,165.0,111.939671,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,20,181.7,153.959945,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,180.0,155.242672,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,174.6,133.644711,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,19,174.2,133.779919,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,173.9,150.37757,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,19,180.8,150.51648,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,20,181.8,142.559161,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,174.8,147.296186,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,20,171.6,129.466541,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,20,174.8,128.148108,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,19,174.6,128.705761,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,25,166.7,112.982549,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,24,165.1,113.774198,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,24,169.7,114.482386,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,24,168.1,114.479459,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,22,169.9,133.10761,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,22,172.0,132.262558,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,172.1,132.054793,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,173.0,132.116491,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,159.3,110.168166,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,162.4,109.984263,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,162.4,111.531208,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,163.0,111.275646,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,164.1,110.919646,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,163.3,111.157811,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,162.4,109.978402,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,22,175.1,133.845064,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,22,174.9,133.955091,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,24,166.3,113.077187,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,25,166.9,112.555456,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,23,175.2,133.689352,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,22,174.9,133.742943,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,171.1,131.408528,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,172.7,131.335786,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,22,173.2,133.043941,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,172.4,133.033523,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,162.8,108.10736,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,162.8,107.218949,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,162.8,107.378702,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,162.9,108.090006,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,160.6,104.954291,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,162.4,109.996742,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,162.7,105.037203,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,161.8,104.950776,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,164.4,111.884535,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,164.6,111.922491,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,162.6,111.357062,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,164.1,111.555967,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,164.3,111.939983,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,163.4,111.878132,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,163.3,111.863186,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,163.3,111.821817,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,166.2,112.098616,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,166.9,112.249699,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,162.6,104.879602,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,164.9,111.914361,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,172.4,131.929712,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,22,174.8,133.259033,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,161.4,104.999403,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,162.2,105.313967,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,160.9,104.854928,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,161.8,104.94582,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,162.3,102.555691,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,161.0,102.686908,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,159.7,102.320437,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,161.1,102.363149,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,19,174.6,133.676663,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,19,174.6,133.747012,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,23,175.5,133.478611,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,23,174.4,133.45249,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,161.7,105.013901,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,161.0,104.936381,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,162.7,104.881994,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,163.8,104.810024,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,164.1,111.841706,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,164.2,111.830924,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,163.4,111.9307,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,163.3,111.883747,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,176.2,133.903469,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,175.3,133.618706,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,19,175.9,133.903612,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,19,178.9,138.202869,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,20,177.4,138.143162,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,179.3,137.832414,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,22,175.9,137.79299,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,22,175.5,133.870501,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,169.4,122.813033,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,168.8,121.889803,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,19,166.9,126.088301,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,19,168.3,127.427458,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,162.6,110.074019,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,162.5,110.10589,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,167.5,110.621723,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,166.3,110.930509,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,25,168.6,104.772164,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,25,168.0,104.807284,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,172.0,131.567481,sangat_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,162.9,104.838425,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,160.8,105.359688,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,160.9,105.407313,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,163.8,105.036522,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,162.1,104.947703,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,164.2,111.682693,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,164.3,111.720238,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,164.0,111.945588,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,163.5,111.946321,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,21,179.7,152.473675,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,20,180.6,153.149491,agak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,19,175.1,142.545183,aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,162.9,104.835346,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,164.0,111.539494,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,164.2,111.86899,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Perempuan,26,163.1,111.829957,tidak_aktif,Turun_BB,2250.0,60.0,65.0,360.0
Laki-laki,25,175.7,117.368716,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,25,183.0,120.996581,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,25,182.8,120.998266,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,24,182.5,120.805715,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,24,184.0,120.975489,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,24,176.7,116.164351,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,25,178.8,115.382519,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,176.5,116.669906,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,22,175.6,116.311962,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,28,169.5,99.709329,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,28,168.5,99.540122,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,25,176.7,112.226032,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,25,176.4,113.089716,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,28,178.7,112.173731,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,164.2,104.270062,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,20,161.9,104.303711,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,27,164.8,99.592225,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,24,162.0,98.54302,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,184.9,121.421121,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,186.7,121.835883,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,24,186.7,121.684311,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,184.9,121.658729,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,27,168.0,102.872802,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,24,175.7,117.326523,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,175.4,119.441207,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,175.5,119.192922,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,23,185.0,121.560938,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,26,176.7,115.45845,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,26,176.3,115.10813,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,26,177.3,114.254278,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,25,177.0,114.163921,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,28,180.5,119.484614,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,28,181.7,120.699119,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,26,183.0,117.75701,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,26,184.8,117.631707,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,27,184.0,119.956651,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,27,181.6,119.622764,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,26,176.5,114.144378,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,25,177.0,117.708705,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,26,176.7,114.187096,sangat_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,26,178.3,115.347176,aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,25,175.6,112.277567,agak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
Laki-laki,27,176.4,112.323213,tidak_aktif,Turun_BB,2650.0,65.0,75.0,430.0
